observation_id,observer_id,taxon_id,license,latitude_public,longitude_public,latitude_private,longitude_private,coordinate_precision,coordinate_precision_public,observed_on,observed_on_string,created_at,quality_grade,url,description,id_agreements,id_disagreements,captive_cultivated,place_guess_public,place_guess_private,obscured,in_project
362320267,4645037,62803,cc-by-nc,-123.489096,46.148591,,,,,2026-05-16,2026-05-16 10:55:59,2026-05-17T04:10:42-07:00,research,https://www.inaturalist.org/observations/362320267,,2,0,False,"Westport, OR 97016, USA",,False,False
362274657,7905756,62803,cc-by-nc,-123.2595833333,44.966525,,,3.0,3.0,2026-05-16,2026-05-16 12:19:57-07:00,2026-05-16T23:58:58-07:00,research,https://www.inaturalist.org/observations/362274657,,2,0,False,"Rich Guadagno Memorial Trail, Dallas, OR, US",,False,False
362269782,10551950,62803,cc-by-nc,-122.7243561298,45.5324682756,,,965.0,965.0,2026-05-07,2026-05-07 18:51:28,2026-05-16T23:24:12-07:00,research,https://www.inaturalist.org/observations/362269782,,2,0,False,"Portland, OR 97210, USA",,False,False
362249840,9014014,62803,cc-by-nc,-123.9351583333,44.2834633333,,,4.0,4.0,2026-05-13,2026-05-13 14:08:38,2026-05-16T21:16:59-07:00,research,https://www.inaturalist.org/observations/362249840,,1,0,False,"Yachats River Road No NF-54, Yachats, OR, US",,False,False
362080260,3355395,62803,cc-by-nc,-122.6809459015,45.3720490054,,,48.0,48.0,2026-05-04,2026-05-04 11:01:48,2026-05-16T11:01:46-07:00,research,https://www.inaturalist.org/observations/362080260,,1,0,False,"SW Ashdown Cir, West Linn, OR, US",,False,False
362044621,3380793,62803,cc-by-nc,-122.7332701093,45.5207243972,,,74.0,74.0,2026-05-15,2026-05-15 07:41:49,2026-05-16T09:20:01-07:00,research,https://www.inaturalist.org/observations/362044621,,1,0,False,"Portland, OR, US",,False,False
361828056,5043304,62803,cc-by-nc,-122.604805458,45.4290131272,,,10.0,27158.0,2026-05-15,2026-05-15 15:32:45-07:00,2026-05-15T15:32:54-07:00,research,https://www.inaturalist.org/observations/361828056,,1,0,False,"Oregon, US",,True,False
361601747,7936272,62803,cc-by-nc,-122.9679457032,44.1635623852,,,553.0,553.0,2026-05-13,2026-05-13 14:38:12,2026-05-14T20:28:51-07:00,research,https://www.inaturalist.org/observations/361601747,,1,0,False,"Springfield, OR, US",,False,False
361587666,5043304,62803,cc-by-nc,-122.0631313859,45.5126761328,,,5.0,27158.0,2026-05-14,2026-05-14 19:00:27-07:00,2026-05-14T19:00:44-07:00,research,https://www.inaturalist.org/observations/361587666,,1,0,False,"Oregon, US",,True,False
361464613,362434,62803,,-124.0951528333,44.2806166667,,,44.0,44.0,2026-05-07,2026-05-07 10:13:08,2026-05-14T09:52:58-07:00,research,https://www.inaturalist.org/observations/361464613,,2,0,False,"Giant Spruce Trail, Yachats, OR, US",,False,False
361454861,6441305,62803,cc-by-nc,-123.745714,45.5931369722,,,,,2026-05-13,2026-05-13 18:43:38,2026-05-14T09:16:34-07:00,research,https://www.inaturalist.org/observations/361454861,,1,0,False,"Tillamook, OR 97141, USA",,False,False
361444082,7845358,62803,cc-by-nc,-123.0621333333,44.0352138333,,,6.0,6.0,2026-05-11,2026-05-11 19:08:17-07:00,2026-05-14T08:35:38-07:00,research,https://www.inaturalist.org/observations/361444082,,2,0,False,"Hendricks Park, Eugene, OR, US",,False,False
361416353,9436036,62803,cc-by-nc,-122.9684666667,44.1639471667,,,13.0,13.0,2026-05-13,2026-05-13 14:47:54,2026-05-14T06:49:27-07:00,research,https://www.inaturalist.org/observations/361416353,,2,0,False,"Springfield, OR, US",,False,False
361357555,5043304,62803,cc-by-nc,-122.7375933588,45.5979197961,,,61.0,27158.0,2026-05-14,2026-05-14 00:09:23-07:00,2026-05-14T00:13:59-07:00,research,https://www.inaturalist.org/observations/361357555,,1,0,False,"Oregon, US",,True,False
361353816,5043304,62803,cc-by-nc,-122.6095308647,45.5187501921,,,13.0,27158.0,2026-05-13,2026-05-13 23:36:32-07:00,2026-05-13T23:45:16-07:00,research,https://www.inaturalist.org/observations/361353816,,1,0,False,"Oregon, US",,True,False
361335412,10327834,62803,cc-by-nc,-122.968195,44.1642611667,,,3.0,3.0,2026-05-13,2026-05-13 14:33:53,2026-05-13T21:12:37-07:00,research,https://www.inaturalist.org/observations/361335412,,1,0,False,"Springfield, OR, US",,False,False
361311368,10316536,62803,cc-by-nc,-122.9685833333,44.163625,,,11.0,11.0,2026-05-13,2026-05-13 14:48:42,2026-05-13T18:38:33-07:00,research,https://www.inaturalist.org/observations/361311368,,2,0,False,"Springfield, OR, US",,False,False
361311047,9436036,62803,cc-by-nc,-122.9725283333,44.1667416667,,,13.0,13.0,2026-05-13,2026-05-13 16:20:02,2026-05-13T18:36:36-07:00,research,https://www.inaturalist.org/observations/361311047,,2,0,False,"Springfield, OR, US",,False,False
361301110,10325300,62803,cc-by-nc,-122.9682533333,44.1642278333,,,14.0,14.0,2026-05-13,2026-05-13 14:44:40,2026-05-13T17:49:08-07:00,research,https://www.inaturalist.org/observations/361301110,,3,0,False,"Springfield, OR, US",,False,False
361252352,8434864,62803,,-122.715195,45.5293216667,,,10.0,10.0,2026-05-13,2026-05-13 13:42:57-07:00,2026-05-13T13:43:54-07:00,research,https://www.inaturalist.org/observations/361252352,,2,0,False,"Macleay Park, Portland, OR, US",,False,False
361247034,6953263,62803,cc-by-nc,-122.71962,45.5193366667,,,4.0,4.0,2026-05-13,2026-05-13 08:42:52-07:00,2026-05-13T13:21:39-07:00,research,https://www.inaturalist.org/observations/361247034,,1,0,False,"Bristlecone Pine Trail, Portland, OR, US",,False,False
361167381,7430711,62803,cc-by-nc,-122.870880127,45.9349632263,,,5.0,5.0,2026-05-13,Wed May 13 2026 08:16:14 GMT -0700 (PDT),2026-05-13T08:16:25-07:00,research,https://www.inaturalist.org/observations/361167381,,1,0,False,Deer Island,,False,False
361157349,7446525,62803,cc-by-nc,-123.4077615291,42.0981967875,,,48.0,48.0,2026-05-08,2026-05-08 15:03:50,2026-05-13T07:35:05-07:00,research,https://www.inaturalist.org/observations/361157349,On wall of main cave entrance ,1,0,False,"Cave Junction, OR 97523, USA",,False,False
361070685,1131447,62803,,-123.0332417784,45.1116133865,,,14.0,14.0,2026-04-29,2026-04-29 07:01:44,2026-05-12T21:22:01-07:00,research,https://www.inaturalist.org/observations/361070685,,1,0,False,"SE Upper Island Rd, Dayton, OR, US",,False,False
361070671,1131447,62803,,-123.1356004539,44.7415921373,,,22.0,22.0,2026-04-28,2026-04-28 10:01:17,2026-05-12T21:21:55-07:00,research,https://www.inaturalist.org/observations/361070671,,1,0,False,"Independence, OR, US",,False,False
361053233,7039757,62803,cc-by-nc,-123.2712033333,44.0440861667,,,4.0,4.0,2026-05-12,2026-05-12 08:42:32,2026-05-12T19:34:33-07:00,research,https://www.inaturalist.org/observations/361053233,,3,0,False,"Eugene, OR, US",,False,False
360976410,2042957,62803,cc-by-nc-nd,-122.7449049226,44.8918068665,,,149.0,27253.0,2014-06-12,2014/06/12 3:16 PM,2026-05-12T13:37:48-07:00,research,https://www.inaturalist.org/observations/360976410,,2,0,False,"Marion County, US-OR, US",,True,False
360805821,10354411,62803,cc-by-nc,-123.2862083333,44.6411083333,,,7.0,7.0,2025-04-09,2025-04-09 16:58:59,2026-05-11T23:05:04-07:00,research,https://www.inaturalist.org/observations/360805821,,2,0,False,"Corvallis, OR, US",,False,False
360799526,2337177,62803,cc-by-nc,-122.6188366667,45.36037,,,14.0,14.0,2026-05-06,2026-05-06 19:40:28-07:00,2026-05-11T22:11:51-07:00,research,https://www.inaturalist.org/observations/360799526,,1,0,False,"Camassia Nature Preserve, West Linn, OR, US",,False,False
360753100,5536563,62803,cc-by-nc,-124.408448115,43.1189964323,,,1955.0,1955.0,2026-05-11,2026-05-11 15:22:59,2026-05-11T17:41:27-07:00,research,https://www.inaturalist.org/observations/360753100,,2,0,False,"Bandon, OR 97411, USA",,False,False
360739363,7766486,62803,cc-by-nc,-123.4898833333,44.3230366667,,,14.0,14.0,2026-05-11,2026-05-11 15:10:13-07:00,2026-05-11T16:35:21-07:00,research,https://www.inaturalist.org/observations/360739363,,2,0,False,"South Fork Alsea River, Monroe, OR, US",,False,False
360676580,8600247,62803,cc-by-nc,-124.3553543091,42.1441612244,,,3.0,3.0,2026-05-11,Mon May 11 2026 10:04:47 GMT -0700 (PDT),2026-05-11T12:09:01-07:00,research,https://www.inaturalist.org/observations/360676580,,3,0,False,"Curry County, US-OR, US",,False,False
360651825,1767372,62803,cc-by-nc,-122.3645972222,45.5412944444,,,,,2026-05-10,2026-05-10 08:27:15,2026-05-11T10:34:49-07:00,research,https://www.inaturalist.org/observations/360651825,,3,0,False,"Wood Village, OR 97060, USA",,False,False
360651644,1767372,62803,cc-by-nc,-122.3629055556,45.5418583333,,,,,2026-05-10,2026-05-10 08:30:22,2026-05-11T10:33:54-07:00,research,https://www.inaturalist.org/observations/360651644,,3,0,False,"Wood Village, OR 97060, USA",,False,False
360621524,462980,62803,cc-by-nc,-122.7092133333,45.5183966667,,,3.0,3.0,2026-05-02,2026-05-02 10:10:12,2026-05-11T08:49:28-07:00,research,https://www.inaturalist.org/observations/360621524,,2,0,False,"SW Kingston Dr, Portland, OR, US",,False,False
360528538,1629545,62803,cc-by-nc,-122.1172555,45.5770383333,,,4.0,4.0,2026-05-06,2026-05-06 09:20:16-07:00,2026-05-11T00:43:27-07:00,research,https://www.inaturalist.org/observations/360528538,,3,0,False,"Zigzag Ranger Station, Corbett, OR, US",,False,False
360526629,9246677,62803,cc-by-nc,-124.1096721667,44.2869116667,,,4.0,4.0,2026-05-08,2026-05-08 20:14:50-07:00,2026-05-11T00:31:06-07:00,research,https://www.inaturalist.org/observations/360526629,,1,0,False,"Siuslaw National Forest, Yachats, OR, US",,False,False
360519252,10179229,62803,cc-by-nc,-122.5725416667,45.5525277778,,,4.0,4.0,2024-08-23,2024/08/23 2:40 PM,2026-05-10T23:36:19-07:00,research,https://www.inaturalist.org/observations/360519252,,2,0,False,"Northeast Portland, Portland, OR, USA",,False,False
360405442,3307222,62803,cc-by,-122.3723833333,45.54182,,,102.0,102.0,2026-05-10,2026-05-10 12:46:03,2026-05-10T15:29:13-07:00,research,https://www.inaturalist.org/observations/360405442,,3,0,False,"Troutdale, OR, US",,False,False
362484521,8297066,61188,cc-by-nc,-123.895741492,42.3381238954,,,,27661.0,2026-05-16,2026-05-16,2026-05-17T12:03:59-07:00,research,https://www.inaturalist.org/observations/362484521,,1,0,False,"Oregon, US",,True,False
361061631,521910,77502,cc-by,-123.6780424174,42.1741398163,,,,,2026-05-06,2026/05/06 12:35 PM,2026-05-12T20:24:17-07:00,research,https://www.inaturalist.org/observations/361061631,,1,0,False,"Jimmy Creek, Josephine County, OR, USA",,False,False
362826489,7880943,124748,,-123.9735668032,45.4644631838,,,3.0,3.0,2026-05-17,2026-05-17 15:10:03,2026-05-18T11:52:04-07:00,research,https://www.inaturalist.org/observations/362826489,,1,0,False,"Tillamook County, US-OR, US",,False,False
362499009,5809401,124814,cc-by-nc,-124.0652083333,44.7510222222,,,,,2026-05-17,2026-05-17 10:44:47,2026-05-17T12:42:42-07:00,research,https://www.inaturalist.org/observations/362499009,Unsure -- 2nd opinions appreciated!,1,0,False,"Lincoln County, OR, USA",,False,False
362448420,3788060,124748,cc-by-nc,-124.0853939596,44.4982315008,,,395.0,395.0,2026-05-17,2026-05-17 07:01:59-07:00,2026-05-17T10:34:03-07:00,research,https://www.inaturalist.org/observations/362448420,,1,0,False,"North Pacific Ocean, OR, US",,False,False
362237771,2871991,124748,cc-by-nc,-124.0706945,44.680175,,,4.0,4.0,2026-05-16,2026-05-16 09:29:28,2026-05-16T20:20:40-07:00,research,https://www.inaturalist.org/observations/362237771,,2,0,False,"OR, US",,False,False
361886143,923051,124748,,-124.0986694465,44.3363394833,,,48.0,48.0,2026-05-15,2026-05-15 20:15:40,2026-05-15T20:16:00-07:00,research,https://www.inaturalist.org/observations/361886143,,1,0,False,"Highway 101 N, Yachats, OR, US",,False,False
361886004,923051,124748,,-124.0986694721,44.3362562197,,,30.0,30.0,2026-05-15,2026-05-15 20:15:01,2026-05-15T20:15:42-07:00,research,https://www.inaturalist.org/observations/361886004,,1,0,False,"Highway 101 N, Yachats, OR, US",,False,False
361882567,923051,124748,,-124.0981958545,44.337832769,,,84.0,84.0,2026-05-15,2026-05-15 19:56:19,2026-05-15T19:56:40-07:00,research,https://www.inaturalist.org/observations/361882567,,1,0,False,"Highway 101 N, Yachats, OR, US",,False,False
361880006,923051,124748,,-124.0985150802,44.3356970857,,,82.0,82.0,2026-05-15,2026-05-15 19:44:53,2026-05-15T19:45:13-07:00,research,https://www.inaturalist.org/observations/361880006,,1,0,False,"Highway 101 N, Yachats, OR, US",,False,False
361550306,8022649,57128,,-124.1103440523,44.2873285276,,,235.0,235.0,2026-05-14,2026-05-14 14:40:39,2026-05-14T15:35:09-07:00,research,https://www.inaturalist.org/observations/361550306,,1,0,False,"Yachats, OR 97498, USA",,False,False
361514531,9681991,57231,cc-by-nc,-123.2276445721,43.3511622157,,,6.0,6.0,2026-04-16,2026-04-16 13:07:32,2026-05-14T12:58:32-07:00,research,https://www.inaturalist.org/observations/361514531,,3,0,False,"Roseburg, OR, US",,False,False
361462114,107672,124814,cc-by,-123.9659355719,45.7505228809,,,862.0,862.0,2025-07-15,2025/07/15 12:42 PM,2026-05-14T09:44:22-07:00,research,https://www.inaturalist.org/observations/361462114,,2,0,False,"Tillamook County, OR, USA",,False,False
360778522,1309897,73592,cc0,-123.2450277625,44.4652302294,,,20.0,27317.0,2026-05-11,2026/05/11 10:02 AM,2026-05-11T19:53:31-07:00,research,https://www.inaturalist.org/observations/360778522,"Eventually, 17 turtle on this log at the same time.  All NW Pond Turtles, as far as I can tell.  Nice to see some young ones.",1,0,False,"Oregon, US",,True,False
360778518,1309897,73592,cc0,-123.307124628,44.5391854069,,,20.0,27317.0,2026-05-11,2026/05/11 10:01 AM,2026-05-11T19:53:30-07:00,research,https://www.inaturalist.org/observations/360778518,,1,0,False,"Oregon, US",,True,False
360490325,5207617,73592,cc-by-nc,-121.6357720188,42.2571832874,,,,27661.0,2026-05-03,2026/05/03 9:52 AM,2026-05-10T20:45:14-07:00,research,https://www.inaturalist.org/observations/360490325,,2,0,False,"Klamath County, US-OR, US",,True,False
360325938,793893,73592,,-123.1177312357,44.7672725127,,,394.0,27285.0,2026-04-19,2026-04-19 10:58:09-07:00,2026-05-10T11:44:17-07:00,research,https://www.inaturalist.org/observations/360325938,Two individuals on a log! ,2,0,False,"Oregon, US",,True,False
