"ELCODE","G_RANK","ELEMENT_SUBNATIONAL_ID","SNAME","SCOMNAME","S_RANK","EO_TRACK_STATUS_DESC"
"NBMUS54020","G5","9851.0","Orthodontium pellucens","Translucent orthodontium","S1","Track all extant and selected historical EOs"
"NBMUS1V010","G5","8104.0","Conostomum tetragonum","Helmet moss","S1","Track all extant and selected historical EOs"
"NBMUS3S0K0","GU","365400.0","Hygrohypnum styriacum","Snow brook moss","S1","Track all extant and selected historical EOs"
"NBMUS2Q030","G5","8111.0","Ephemerum serratum","Serrated earth moss","S1","Track all extant and selected historical EOs"
"NBMUS2T010","G4","8112.0","Eucladium verticillatum","Lime-seep eucladium","S3","Track all extant and selected historical EOs"
"NBMUS95090","G5?","12049.0","Schistidium tenerum","Slender bloom moss","S2","Track all extant and selected historical EOs"
"NBMUS0X020","G4","8094.0","Brachydontium olympicum","Olympic brachydontium moss","S1","Track all extant and selected historical EOs"
"NLT0016290","GNR","418186.0","Lempholemma cladodes","Lichen","SNR","Track all extant and selected historical EOs"
"NLLEC06010","G4","8148.0","Leioderma sorediatum","Treepelt lichen","S1","Track all extant and selected historical EOs"
"NLT0007830","G4G5","418184.0","Chaenotheca cinerea","Lichen","SNR","Track all extant and selected historical EOs"
"NBHEP1E020","G5","8059.0","Gymnomitrion concinnatum","Braided frostwort","S1","Track all extant and selected historical EOs"
"NLT0028520","G4","8168.0","Sticta arctica","Arctic moon lichen","S1","Track all extant and selected historical EOs"
"NARHO15010","G3","12962.0","Hollenbergia nigricans","Marine red alga","S1","Track all extant and selected historical EOs"
"NBMUS6Z2B0","GNR","419972.0","Sphagnum rubiginosum","Moss","SNR","Track all extant and selected historical EOs"
"NBMUS560M0","G5","13824.0","Orthotrichum pallens","Pale bristle moss","SNR","Track all extant and selected historical EOs"
"NBMUS4S020","G5?","419961.0","Mnium arizonicum","Moss","SNR","Track all extant and selected historical EOs"
"NBHEP2Q010","G3","9683.0","Porella bolanderi","Liverwort","S1","Track all extant and selected historical EOs"
"NBHEP2J010","G4","8077.0","Peltolepis quadrata","Liverwort","S1","Track all extant and selected historical EOs"
"NLLEC4R0G0","G4G5","365389.0","Usnea ceratina","Warty beard lichen","S1","Track all extant and selected historical EOs"
"NLT0010670","G4G5","418185.0","Evernia divaricata","Lichen","SNR","Track all extant and selected historical EOs"
"NLLEC2M050","G3G4","8151.0","Pilophorus nigricaulis","Charred matchstick lichen","S2","Track all extant and selected historical EOs"
"NBMUS56120","G5","9860.0","Orthotrichum pellucidum","Translucent bristle moss","S1","Track all extant and selected historical EOs"
"NLLEC4W040","G4G5","8153.0","Teloschistes flavicans","Golden-hair lichen","S1","Track all extant and selected historical EOs"
"NBMUS0A100","G3G5","419947.0","Andreaea heinemannii","Heinemann's andreaea moss","SNR","Track all extant and selected historical EOs"
"NLCAL5E010","G4G5","10324.0","Tholurna dissimilis","Arboreal urn lichen","S2","Track all extant and selected historical EOs"
"NBMUS7L0F0","G5","8135.0","Tortula mucronifolia","Mucronate screw moss","S2","Track all extant and selected historical EOs"
"NBHEP04070","G2?","366122.0","Anastrophyllum sphenoloboides","Liverwort","SNR","Track all extant and selected historical EOs"
"NBHEP330Z0","G5?","420002.0","Scapania scandica","Norwegian earwort","SNR","Track all extant and selected historical EOs"
"NBHEP0Q0K0","G4G5","8054.0","Cephaloziella spinigera","Spiny threadwort","S1","Track all extant and selected historical EOs"
"NBMUS4Q022","GNR","12028.0","Mielichhoferia elongata","Mielichhofer's copper moss","S1","Track all extant and selected historical EOs"
"NBMUS79050","G4","8133.0","Tayloria serrata","Serrate trumpet moss","S3","Track all extant and selected historical EOs"
"NBMUS6B050","G3","10474.0","Racomitrium depressum","Moss","S1","Track all extant and selected historical EOs"
"NLT0021100","G5","365403.0","Peltigera cinnamomea","Cinnamon pelt lichen","S1","Track all extant and selected historical EOs"
"NLT0030260","G5","12064.0","Umbilicaria hirsuta","Granulating rocktripe lichen","S1","Track all extant and selected historical EOs"
"NBMUS54010","G5","8121.0","Orthodontium gracile","Moss","S1","Track all extant and selected historical EOs"
"NBHEP220C0","G3G4T3T4","8074.0","Marsupella sparsifolia","Rounded rustwort","S1","Track all extant and selected historical EOs"
"NBMUS2P0D0","G5","8109.0","Entosthodon fascicularis","Banded cord-moss","S1","Track all extant and selected historical EOs"
"NBMUS71050","G4G5","365378.0","Splachnum sphaericum","Round-fruited dung moss","S1","Track all extant and selected historical EOs"
"NBHEP2A070","G5","8076.0","Nardia japonica","Japanese flapwort","S2","Track all extant and selected historical EOs"
"NFFUN22010","GNR","13919.0","Clavulinopsis fusiformis","Golden spindles","S1?","Track all extant and selected historical EOs"
"NBMUS280N0","G5","419952.0","Dicranella subulata","Awl-leaved forklet moss","SNR","Track all extant and selected historical EOs"
"NBHEP3C050","G5","8090.0","Tritomaria quinquedentata","Large notchwort","S1","Track all extant and selected historical EOs"
"NBHEP3C010","G5","365410.0","Tritomaria exsecta","Cut notchwort","S1","Track all extant and selected historical EOs"
"NBMUS5J010","G5","12955.0","Plagiothecium cavifolium","Round silk moss","S2","Track all extant and selected historical EOs"
"NBMUS22020","G5","9814.0","Cynodontium jenneri","Jenner's dogtooth moss","S1","Track all extant and selected historical EOs"
"NLLEC5N150","G5","13916.0","Umbilicaria proboscidea","Greater salted rocktripe lichen","S1?","Track all extant and selected historical EOs"
"NBMUS71010","G5","8132.0","Splachnum ampullaceum","Cruet dung moss","S2","Track all extant and selected historical EOs"
"NBMUS4L010","G5","419960.0","Meesia longiseta","Moss","SNR","Track all extant and selected historical EOs"
"NLT0005640","G3G4","10422.0","Calicium adspersum","Lichen","S1","Track all extant and selected historical EOs"
"NBMUS5S0K0","G3G4","12046.0","Pohlia obtusifolia","Bluntleaf threadmoss","S1","Track all extant and selected historical EOs"
"NBMUS5S1B0","G4","10449.0","Pohlia tundrae","Tundra pohlia moss","S1","Track all extant and selected historical EOs"
"NBHEP330R0","G3Q","8086.0","Scapania obscura","Dark earwort","S1","Track all extant and selected historical EOs"
"NLTEST8260","G2","10510.0","Heterodermia sitchensis","Seaside centipede lichen","S1","Track all extant and selected historical EOs"
"NLLEC4R0N0","G4G5","10327.0","Usnea rubicunda","Red beard lichen","S3","Track all extant and selected historical EOs"
"NBMUS0A080","G2","8093.0","Andreaea schofieldiana","Schofield's rock moss","S1","Track all extant and selected historical EOs"
"NBMUS2M040","G3","8108.0","Encalypta brevipes","Candle snuffer moss","S1","Track all extant and selected historical EOs"
"NBMUS5S0H0","G4","10446.0","Pohlia ludwigii","Ludwig's nodding moss","S1","Track all extant and selected historical EOs"
"NBHEP22070","G3","8071.0","Marsupella condensata","Compact rustwort","S1","Track all extant and selected historical EOs"
"NBMUS13060","G4","8097.0","Bruchia flexuosa","Bending Bruch's moss","S1","Track all extant and selected historical EOs"
"NLLEC5Z010","G4G5","8157.0","Peltula euploca","Powdery rock-olive","S1S2","Track all extant and selected historical EOs"
"NBMUS27010","G3G5","12609.0","Dichodontium olympicum","Olympic fork moss","S1","Track all extant and selected historical EOs"
"NBMUS72020","G5T5?","419998.0","Stegonia latifolia var. pilifera","Moss","SNR","Track all extant and selected historical EOs"
"NFFUN0K010","G5","12621.0","Vibrissea truncorum","Fungus","S1S2","Track all extant and selected historical EOs"
"NBMUS5T0A0","G5","8125.0","Polytrichum strictum","Hummock haircap moss","S1","Track all extant and selected historical EOs"
"NBMUS0B010","G4G5","12003.0","Anoectangium aestivum","Summer-moss","S1","Track all extant and selected historical EOs"
"NBMUS03050","G3G4","8092.0","Aloina bifrons","Moss","S1","Track all extant and selected historical EOs"
"NBMUS0Q0K0","G5","13703.0","Barbula unguiculata","Prickly beard moss","SNR","Track all extant and selected historical EOs"
"NBMUS2Q020","G5","8110.0","Ephemerum crassinervium","Emerald dewdrops","S1","Track all extant and selected historical EOs"
"KPHAE0U040","G4","12777.0","Laminaria longipes","Brown marine alga","S1","Track all extant and selected historical EOs"
"NBMUS4P030","G4","9848.0","Micromitrium synoicum","Moss","S1","Track all extant and selected historical EOs"
"NBMUS7C020","G5","8134.0","Tetraplodon mnioides","Entire-leaved nitrogen moss","S3","Track all extant and selected historical EOs"
"NLT0017780","G5","13654.0","Melanelia commixta","Intermingled camouflage lichen","S1","Track all extant and selected historical EOs"
"NBHEP1L010","G5","12453.0","Hygrobiella laxifolia","Lax notchwort","S1","Track all extant and selected historical EOs"
"NLT0032190","G5","8169.0","Hypogymnia subphysodes","Lichen","S1","Track all extant and selected historical EOs"
"NLT0031760","G4","10330.0","Vezdaea stipitata","Lichen","S1","Track all extant and selected historical EOs"
"NBMUS6B100","GNR","13828.0","Racomitrium brevipes","Moss","SNR","Track all extant and selected historical EOs"
"NBMUS6B090","G4?","419948.0","Racomitrium lawtonae","Lawton's rock moss","SNR","Track all extant and selected historical EOs"
"NBMUS5W010","G4","10458.0","Pseudephemerum nitidum","Delicate Earth-moss","S1","Track all extant and selected historical EOs"
"NBMUS3V0C0","G5","365373.0","Hypnum lindbergii","Lindberg's plait moss","S1","Track all extant and selected historical EOs"
"NBMUS5S0Y0","G3G4","12040.0","Pohlia bolanderi","Bolander's pohlia moss","S1","Track all extant and selected historical EOs"
"PMPOA2V0QF","G5TNR","13845.0","Festuca rubra ssp. secunda","Leaning red fescue","SNR","Track all extant and selected historical EOs"
"PDGRO021T0","G4","8681.0","Ribes wolfii","Wolf currant","SNR","Track all extant and selected historical EOs"
"PDFAB2B500","G4","9477.0","Lupinus nevadensis","Nevada lupine","S1?","Track all extant and selected historical EOs"
"PDFAB401T0","G2G3","8640.0","Trifolium owyheense","Owyhee clover","S2S3","Track all extant and selected historical EOs"
"PMLIL1A0G0","G1G2","9282.0","Lilium occidentale","Western lily","S1","Track all extant and selected historical EOs"
"PDMAL110C0","G2","8735.0","Sidalcea hirtipes","Bristly-stemmed sidalcea","S2","Track all extant and selected historical EOs"
"PMLIL0U0K0","G2","9269.0","Erythronium elegans","Coast Range fawn-lily","S2","Track all extant and selected historical EOs"
"PDAPI1N050","G2","8223.0","Perideridia erythrorhiza","Red-root yampah","S2","Track all extant and selected historical EOs"
"PDSAU01010","G5","420135.0","Anemopsis californica","Yerba mansa","SNR","Track all extant and selected historical EOs"
"PDLOA03190","G2","8725.0","Mentzelia packardiae","Packard's mentzelia","S2","Track all extant and selected historical EOs"
"PGPIN040Z0","G4","9103.0","Pinus sabiniana","Gray pine","S1","Track all extant and selected historical EOs"
"PDFAB0F1N0","G5","8559.0","Astragalus calycosus","King's rattleweed","S1","Track all extant and selected historical EOs"
"PDGRO020V0","G5","12567.0","Ribes laxiflorum","Trailing black currant","S2?","Track all extant and selected historical EOs"
"PDSCR0D370","G4","9000.0","Castilleja thompsonii","Thompson's paintbrush","S1","Track all extant and selected historical EOs"
"PDHYD0E010","G3G4","9705.0","Romanzoffia californica","California mistmaiden","S3?","Track all extant and selected historical EOs"
"PMPOA48130","G5","9329.0","Muhlenbergia minutissima","Annual dropseed","S2","Track all extant and selected historical EOs"
"PDERI04230","G4","8543.0","Arctostaphylos hispidula","Gasquet manzanita","S2","Track all extant and selected historical EOs"
"PMLIL210B0","G4","9305.0","Triteleia laxa","Ithuriel's spear","S1","Track all extant and selected historical EOs"
"PPADI03060","G4G5","9354.0","Adiantum jordanii","California maiden-hair","S2","Track all extant and selected historical EOs"
"PMCYP0N010","G5","9179.0","Rhynchospora alba","White beakrush","S2","Track all extant and selected historical EOs"
"PMCYP0N080","G5","9180.0","Rhynchospora capitellata","Brownish beakrush","S1","Track all extant and selected historical EOs"
"PDONA060P0","G3","8766.0","Epilobium oreganum","Oregon willow-herb","S2","Track all extant and selected historical EOs"
"PDAST9C0J0","G4?","8353.0","Townsendia parryi","Parry's townsendia","S1","Track all extant and selected historical EOs"
"PDCPP08013","G5T5?","9492.0","Polanisia dodecandra ssp. trachysperma","Clammyweed","SNR","Track all extant and selected historical EOs"
"PDBOR0A140","G5","12558.0","Cryptantha gracilis","Narrow-stem cat's-eye","S2","Track all extant and selected historical EOs"
"PMPOA2H201","G5TNR","13875.0","Elymus lanceolatus ssp. psammophilus","Sand-dune wild-rye","SNR","Track all extant and selected historical EOs"
"PDBRA11150","G4","8446.0","Draba howellii","Howell's whitlow-grass","S2","Track all extant and selected historical EOs"
"PMLIL1A0A0","G3","9281.0","Lilium kelloggii","Kellogg's lily","S1","Track all extant and selected historical EOs"
"PDFAB0F0P0","G1","8554.0","Astragalus applegatei","Applegate's milk-vetch","S1","Track all extant and selected historical EOs"
"PDBOR0G080","G3","8395.0","Hackelia cronquistii","Cronquist's stickseed","S3","Track all extant and selected historical EOs"
"PDHYD0C3U0","G4","12875.0","Phacelia procera","Tall phacelia","SNR","Track all extant and selected historical EOs"
"PDHYD0C4L0","G3G4","365349.0","Phacelia thermalis","Hot spring phacelia","SNR","Track all extant and selected historical EOs"
"PMLIL200F0","G3","9673.0","Trillium kurabayashii","Giant purple trillium","S1","Track all extant and selected historical EOs"
"PDHYD0C010","G3?","365302.0","Phacelia adenophora","Great Basin phacelia","SNR","Track all extant and selected historical EOs"
"PDPAP030B0","G5","8772.0","Argemone munita","Prickly-poppy","S2","Track all extant and selected historical EOs"
"PDAPI2F010","G5","8233.0","Zizia aptera","Golden alexanders","S1","Track all extant and selected historical EOs"
"PMCYP0F010","G5","9176.0","Kobresia myosuroides","Bellard's kobresia","S1","Track all extant and selected historical EOs"
"PDPGN080S0","G5","8778.0","Eriogonum brachyanthum","Short-flowered eriogonum","S1","Track all extant and selected historical EOs"
"PDPGN081J0","G2?","8780.0","Eriogonum cusickii","Cusick's eriogonum","S2","Track all extant and selected historical EOs"
"PDRAN0B182","G2T2","8873.0","Delphinium leucophaeum","White rock larkspur","S2","Track all extant and selected historical EOs"
"PDBRA11180","G5","365935.0","Draba incerta","Yellowstone draba","SNR","Track all extant and selected historical EOs"
"PMCYP032H2","G5","9122.0","Carex capitata","Capitate sedge","S2","Track all extant and selected historical EOs"
"PDSCR1L3C0","G4","9044.0","Penstemon kingii","King's beardtongue","SNR","Track all extant and selected historical EOs"
"PDRAN0A040","G5","8870.0","Coptis trifolia","Three-leaf goldthread","S1","Track all extant and selected historical EOs"
"PDAST53071","G4G5T4","13882.0","Hymenoxys cooperi var. canescens","Cooper's goldflower","S1","Track all extant and selected historical EOs"
"PPLYC020L0","G4","13966.0","Huperzia miyoshiana","Pacific fir-moss","S1","Track all extant and selected historical EOs"
"PDROS1B5A0","GNR","8923.0","Potentilla villosa","Villous cinquefoil","S1","Track all extant and selected historical EOs"
"PDMAL110J0","G4","13635.0","Sidalcea neomexicana","Rocky Mountain sidalcea","SNR","Track all extant and selected historical EOs"
"PDPLM0C010","G5","365311.0","Navarretia atractyloides","Hollyleaf navarretia","SNR","Track all extant and selected historical EOs"
"PPLYC03060","G5","9376.0","Lycopodiella inundata","Northern bog clubmoss","S2","Track all extant and selected historical EOs"
"PDROS03030","G5","12541.0","Agrimonia gryposepala","Tall hairy groovebur","S1","Track all extant and selected historical EOs"
"PDGEN050F0","G3","8658.0","Frasera umpquaensis","Umpqua swertia","S3","Track all extant and selected historical EOs"
"PMPOA040N0","G2","9319.0","Agrostis howellii","Howell's bentgrass","S2","Track all extant and selected historical EOs"
"PMPOA48010","G4","365937.0","Muhlenbergia andina","Foxtail muhly","SNR","Track all extant and selected historical EOs"
"PDAPI070M0","G4G5","14016.0","Angelica tomentosa","Woolly angelica","SNR","Track all extant and selected historical EOs"
"PDBRA2N010","G3","8470.0","Thelypodium brachycarpum","Short-podded thelypody","S2","Track all extant and selected historical EOs"
"PMCYP0H070","G5","9178.0","Lipocarpha occidentalis","Western halfchaff sedge","S1","Track all extant and selected historical EOs"
"PMNAJ010D0","G5","9580.0","Najas guadalupensis","Common water-nymph","SNR","Track all extant and selected historical EOs"
"PMCYP03820","G5","9141.0","Carex macrochaeta","Alaska long-awned sedge","S2","Track all extant and selected historical EOs"
"PDROS1K2N0","G5","365343.0","Rubus glaucifolius","Cuyamaca raspberry","SNR","Track all extant and selected historical EOs"
"PDPLM040B3","G5T2","8812.0","Gilia capitata ssp. chamissonis","Dune gilia","S1","Track all extant and selected historical EOs"
"PDMAL11090","G3","8734.0","Sidalcea hendersonii","Henderson's sidalcea","S1","Track all extant and selected historical EOs"
"PPADI0H081","G5T4","13888.0","Pellaea mucronata ssp. californica","California bird's-foot cliffbrake","S1","Track all extant and selected historical EOs"
"PDSAX17010","G3","8979.0","Saxifragopsis fragarioides","Strawberry saxifrage","S1","Track all extant and selected historical EOs"
"PDAST9C0Y0","G4","8352.0","Townsendia montana","Mountain townsendia","S1","Track all extant and selected historical EOs"
"PDAPI1B1W0","G3","8214.0","Lomatium suksdorfii","Suksdorf's lomatium","S2","Track all extant and selected historical EOs"
"PDPGN08120","G2","8779.0","Eriogonum chrysops","Golden buckwheat","S2","Track all extant and selected historical EOs"
"PGPIN040F0","G4","9098.0","Pinus flexilis","Limber pine","S1S2","Track all extant and selected historical EOs"
"PDLNT020D0","G5","8722.0","Utricularia minor","Lesser bladderwort","S4","Track all extant and selected historical EOs"
"PDVIO04100","G4G5","9074.0","Viola langsdorfii","Aleutian viola","SNR","Track all extant and selected historical EOs"
"PDSCR0D110","G1","8984.0","Castilleja fraterna","Fraternal paintbrush","S1","Track all extant and selected historical EOs"
"PDROS0W031","G4T2","8910.0","Horkelia congesta ssp. congesta","Shaggy horkelia","S2","Track all extant and selected historical EOs"
"PDPRI04030","G3","8858.0","Douglasia laevigata","Dwarf primrose","SNR","Track all extant and selected historical EOs"
"PDHYD0C2S4","G4T1T2","8697.0","Phacelia lutea var. mackenzieorum","Mackenzie's phacelia","S1","Track all extant and selected historical EOs"
"PDRAN0L1Y6","G5T2T4","365319.0","Ranunculus orthorhynchus var. bloomeri","Bloomer's buttercup","SNR","Track all extant and selected historical EOs"
"PDAST7R030","G4","365345.0","Psilocarphus oregonus","Oregon woollyheads","SNR","Track all extant and selected historical EOs"
"PDFUM03046","G5T3","8652.0","Corydalis aquae-gelidae","Cold-water corydalis","S3","Track all extant and selected historical EOs"
"PMPOA200A0","G5","12804.0","Danthonia spicata","Poverty oatgrass","S2?","Track all extant and selected historical EOs"
"PDFAB400VA","G5T2T4Q","365298.0","Trifolium eriocephalum ssp. martinii","Martin's clover","SNR","Track all extant and selected historical EOs"
"PDSCR1M051","G5T5","419145.0","Rhinanthus minor ssp. groenlandicus","Little yellow-rattle","SNR","Track all extant and selected historical EOs"
"PMLIL020S0","G2","9217.0","Allium dictuon","Blue Mt. onion","S2","Track all extant and selected historical EOs"
"PDFAB0F970","G2","8595.0","Astragalus tyghensis","Tygh Valley milk-vetch","S2","Track all extant and selected historical EOs"
"PDSCR0D0X2","G4G5T4","8983.0","Castilleja flava var. rustica","Rustic paintbrush","S1","Track all extant and selected historical EOs"
"PMJUN011F1","G5T5","9198.0","Juncus hemiendytus var. abjectus","Least rush","S2?","Track all extant and selected historical EOs"
"PDBRA0M0F0","G4","8439.0","Caulanthus major","Slender wild cabbage","S1","Track all extant and selected historical EOs"
"PMLIL0V080","G2","9273.0","Fritillaria gentneri","Gentner's fritillaria","S1","Track all extant and selected historical EOs"
"PDSAL024J0","G5","12485.0","Salix laevigata","Polished willow","S1?","Track all extant and selected historical EOs"
"PDCRA02040","G5","14046.0","Crassula connata","Sand pygmyweed","SNR","Track all extant and selected historical EOs"
"PDMAL0K040","G3","8729.0","Iliamna latibracteata","California globe-mallow","S2","Track all extant and selected historical EOs"
"PDPLM07041","G4G5T3T5","8820.0","Langloisia setosissima ssp. punctata","Punctate langloisa","SNR","Track all extant and selected historical EOs"
"PMCYP03D90","G4","9159.0","Carex subnigricans","Dark alpine sedge","S1","Track all extant and selected historical EOs"
"PMCYP03AT0","G5","9149.0","Carex pluriflora","Many flowered sedge","S1","Track all extant and selected historical EOs"
"PMJCG02050","G5","9711.0","Triglochin striata","Three-ribbed arrow-grass","SNR","Track all extant and selected historical EOs"
"PMLIL0V050","G5","9271.0","Fritillaria camschatcensis","Indian rice","S1","Track all extant and selected historical EOs"
"PMLIL0Z021","G2T2","9278.0","Hastingsia bracteosa var. atropurpurea","Purple flowered rush-lily","S2","Track all extant and selected historical EOs"
"PDBOR0A1M0","G3G4","8383.0","Cryptantha leiocarpa","Seaside cryptantha","S1","Track all extant and selected historical EOs"
"PDBRA060Z1","G3T1Q","8421.0","Arabis koehleri var. koehleri","Koehler's rockcress","S1","Track all extant and selected historical EOs"
"PDFAB0F2N4","G5T2","8566.0","Astragalus sterilis","Barren milkvetch","S2","Track all extant and selected historical EOs"
"PDSCR1L1Y3","G5T2","9037.0","Penstemon deustus var. variabilis","Hot-rock penstemon","S1S2","Track all extant and selected historical EOs"
"PMPOA7Y020","G1","9344.0","Pleuropogon oregonus","Oregon semaphore grass","S1","Track all extant and selected historical EOs"
"PMCYP03DG0","G5","9613.0","Carex tahoensis","Tahoe sedge","S1S2","Track all extant and selected historical EOs"
"PDPOR04032","G4G5T4T5","8844.0","Lewisia columbiana var. rupicola","Rosy lewisia","S2","Track all extant and selected historical EOs"
"PDASTDT0G0","G3","8360.0","Pyrrocoma radiata","Snake River goldenweed","S3","Track all extant and selected historical EOs"
"PDAST660G0","G3?","8328.0","Malacothrix stebbinsii","Stebbins desert-dandelion","S2?","Track all extant and selected historical EOs"
"PMIRI0D0P0","G4G5","365341.0","Sisyrinchium halophilum","Nevada blue-eyed grass","SNR","Track all extant and selected historical EOs"
"PMPOA4Z1H0","G4","13626.0","Poa lettermanii","Letterman's bluegrass","S1","Track all extant and selected historical EOs"
"PMPOA49010","G5","13639.0","Munroa squarrosa","False buffalograss","SNR","Track all extant and selected historical EOs"
"PDAPI1B250","G1","8217.0","Lomatium cookii","Agate Desert lomatium","S1","Track all extant and selected historical EOs"
"PDPLM060K0","G4G5","365358.0","Ipomopsis tenuituba","Rydberg's gilia","S1?","Track all extant and selected historical EOs"
"PDCHE01010","G5","8515.0","Allenrolfea occidentalis","Iodine bush","S2","Track all extant and selected historical EOs"
"PDAPI160A0","G5","8193.0","Hydrocotyle verticillata","Whorled marsh pennywort","S1","Track all extant and selected historical EOs"
"PDHYD0C2E0","G3","8693.0","Phacelia inundata","Playa phacelia","S2","Track all extant and selected historical EOs"
"PMPOA4Z240","G5","13833.0","Poa reflexa","Nodding bluegrass","S2?","Track all extant and selected historical EOs"
"PDAST4M062","G5T4T5","9566.0","Helianthella uniflora var. uniflora","Rocky Mountain helianthella","SNR","Track all extant and selected historical EOs"
"PDSCR0D4C0","G2","9005.0","Castilleja chambersii","Chambers' paintbrush","S2","Track all extant and selected historical EOs"
"PDRUB0N1U1","G4G5T3T5","365325.0","Galium porrigens var. porrigens","Climbing bedstraw","SNR","Track all extant and selected historical EOs"
"PMPOA5T030","G5","13641.0","Sphenopholis obtusata","Prairie wedgegrass","S2?","Track all extant and selected historical EOs"
"PGPIN04010","G3G4","9095.0","Pinus albicaulis","Whitebark pine","S3?","Track all extant and selected historical EOs"
"PDBRA1M080","G3","8453.0","Lepidium davisii","Davis' peppergrass","S1","Track all extant and selected historical EOs"
"PMALI04041","G5T5?","9643.0","Sagittaria montevidensis ssp. calycina","Long-lobe arrowhead","S2?","Track all extant and selected historical EOs"
"PDGEN0R010","G4","8666.0","Cicendia quadrangularis","Timwort","S2","Track all extant and selected historical EOs"
"PMCYP03KP0","G5","9153.0","Carex saxatilis","Russet sedge","S1","Track all extant and selected historical EOs"
"PDBOR0G0J0","G4","8400.0","Hackelia mundula","Pink stickseed","S1?","Track all extant and selected historical EOs"
"PDGEN060G1","G4T3","13012.0","Gentiana newberryi var. newberryi","Newberry's gentian","S2","Track all extant and selected historical EOs"
"PDPGN083N3","G4G5","8784.0","Eriogonum lobbii","Lobb's buckwheat","S2","Track all extant and selected historical EOs"
"PDGRO021X0","G4","365301.0","Ribes acerifolium","Mapleleaf currant","SNR","Track all extant and selected historical EOs"
"PMCYP03721","G5T5","9137.0","Carex lasiocarpa var. americana","Slender sedge","S2","Track all extant and selected historical EOs"
"PDAST4L0F0","G5","365359.0","Helenium puberulum","Rosilla","SNR","Track all extant and selected historical EOs"
"PDPGN08550","G5","365316.0","Eriogonum roseum","Wand buckwheat","SNR","Track all extant and selected historical EOs"
"PMLIL020A0","G4","9215.0","Allium brandegeei","Brandegee's onion","SNR","Track all extant and selected historical EOs"
"PDAST090K0","GNA","8237.0","Agoseris elata","Tall agoseris","S1","Track all extant and selected historical EOs"
"PDSCR0D2Y0","G4","8999.0","Castilleja schizotricha","Split-hair paintbrush","S2","Track all extant and selected historical EOs"
"PDPGN0J020","G4","11930.0","Oxytheca dendroidea","Tree-lined oxytheca","SNR","Track all extant and selected historical EOs"
"PDBOR0G0L0","G3","8401.0","Hackelia ophiobia","Three Forks stickseed","S1","Track all extant and selected historical EOs"
"PDCRA0F050","G3?","9586.0","Sedella pumila","Sierra mock-stonecrop","S1","Track all extant and selected historical EOs"
"PMPOA6P080","G3","12845.0","Leymus flavescens","Sand wildrye","S1?","Track all extant and selected historical EOs"
"PDGEN0H010","G5","12924.0","Swertia perennis","Felwort","S2","Track all extant and selected historical EOs"
"PDFAB401X2","G4T4","8642.0","Trifolium plumosum ssp. plumosum","Plumed clover","S1S2","Track all extant and selected historical EOs"
"PDPLN020S0","G4","8836.0","Plantago macrocarpa","North pacific plantain","S1","Track all extant and selected historical EOs"
"PDAST200K0","G5?","8271.0","Chaenactis xantiana","Desert pincushion","S1?","Track all extant and selected historical EOs"
"PDPGN086U2","G5T2?","8801.0","Eriogonum umbellatum var. glaberrimum","Green buckwheat","S1?","Track all extant and selected historical EOs"
"PDFAB0F5Q0","G2","8578.0","Astragalus mulfordiae","Mulford's milk-vetch","S1","Track all extant and selected historical EOs"
"PDAST11080","G4G5","8262.0","Balsamorhiza rosea","Rosy balsamroot","S1","Track all extant and selected historical EOs"
"PMLIL0D0X0","G4","9247.0","Calochortus monophyllus","One-leaved calochortus","S1","Track all extant and selected historical EOs"
"PDCAR0U1S0","G2G3","8512.0","Silene spaldingii","Spalding's campion","S2","Track all extant and selected historical EOs"
"PDSAL024R0","G3","8949.0","Salix tracyi","Tracy willow","SNR","Track all extant and selected historical EOs"
"PDAST4W1N0","G5","8312.0","Hieracium umbellatum","Umbellate hawkweed","S2?","Track all extant and selected historical EOs"
"PMCYP03N60","G5","9140.0","Carex livida","Pale sedge","S2","Track all extant and selected historical EOs"
"PDBOR01140","G2","8380.0","Amsinckia carinata","Malheur Valley fiddleneck","S2","Track all extant and selected historical EOs"
"PDRAN040R0","G5T4T5","8865.0","Anemone multifida var. tetonensis","Cliff anemone","SNR","Track all extant and selected historical EOs"
"PDAST930Y1","G5T5","8351.0","Taraxacum ceratophorum","Horned dandelion","SNR","Track all extant and selected historical EOs"
"PDPGN082X0","G5","11944.0","Eriogonum hookeri","Hooker's wild buckwheat","S1","Track all extant and selected historical EOs"
"PMPOT03070","G5","9347.0","Potamogeton diversifolius","Rafinesque's pondweed","S1","Track all extant and selected historical EOs"
"PDBRA2G0D3","G5T4T5","12939.0","Streptanthus cordatus var. cordatus","Perennial twistflower","SNR","Track all extant and selected historical EOs"
"PDASTE5011","G4T3","8364.0","Hesperevax sparsiflora var. brevifolia","Short-leaved evax","SNR","Track all extant and selected historical EOs"
"PMJUN011J0","G4","13831.0","Juncus interior","Interior rush","S1?","Track all extant and selected historical EOs"
"PDAST4M012","G4TNR","9560.0","Helianthella californica var. nevadensis","California helianthella","SH","Track all extant and selected historical EOs"
"PDBOR0G020","G3","8394.0","Hackelia bella","Beautiful stickseed","S1","Track all extant and selected historical EOs"
"PDFAB0F7K0","G5","8583.0","Astragalus reventiformis","Long-leaved milk-vetch","S1","Track all extant and selected historical EOs"
"PDAPI1B260","G1G2","8218.0","Lomatium erythrocarpum","Red-fruited lomatium","S1S2","Track all extant and selected historical EOs"
